index,db_id,question,gold_sql,predicted_sql,execution_time,error,exact_result_match,exact_sql_match
154,battle_death,What is the ship id and name that caused most total injuries?,"SELECT T2.id ,  T2.name FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id GROUP BY T2.id ORDER BY count(*) DESC LIMIT 1","SELECT ship.id, ship.name FROM ship JOIN death ON ship.id = death.caused_by_ship_id GROUP BY ship.id, ship.name ORDER BY SUM(death.injured) DESC LIMIT 1",32.22,,False,False
155,student_transcripts_tracking,Which department offers the most number of degrees? List department name and id.,"SELECT T2.department_name ,  T1.department_id FROM Degree_Programs AS T1 JOIN Departments AS T2 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id ORDER BY count(*) DESC LIMIT 1","SELECT Departments.department_id, Departments.department_name
FROM Departments
JOIN Degree_Programs ON Departments.department_id = Degree_Programs.department_id
GROUP BY Departments.department_id, Departments.department_name
ORDER BY COUNT(Degree_Programs.degree_program_id) DESC
LIMIT 1",31.43,,False,False
156,student_transcripts_tracking,What is the name and id of the department with the most number of degrees ?,"select t2.department_name ,  t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id  =  t2.department_id group by t1.department_id order by count(*) desc limit 1","SELECT department_name, department_id
FROM Departments
WHERE department_id IN (
    SELECT degree_program_id
    FROM Degree_Programs
    GROUP BY department_id
    ORDER BY COUNT(*) DESC
    LIMIT 1
)",31.44,,False,False
157,student_transcripts_tracking,How many different degrees are offered?,SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs,SELECT COUNT(DISTINCT degree_program_id) FROM Degree_Programs,28.51,,False,False
158,student_transcripts_tracking,What are the names and id of courses having at most 2 sections?,"SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2","SELECT course_id, course_name
FROM Courses
WHERE course_id IN (
    SELECT course_id
    FROM Sections
    GROUP BY course_id
    HAVING COUNT(*) <= 2
)",35.41,,False,False
159,student_transcripts_tracking,What are the names and ids of every course with less than 2 sections?,"SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2","SELECT course_id, course_name
FROM Courses
WHERE course_id IN (
    SELECT course_id
    FROM Sections
    GROUP BY course_id
    HAVING COUNT(*) < 2
)",32.73,,False,False
160,student_transcripts_tracking,What is the semester which most student registered in? Show both the name and the id.,"SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1","SELECT Semesters.semester_id, Semesters.semester_name
FROM Semesters
JOIN Student_Enrolment ON Semesters.semester_id = Student_Enrolment.semester_id
GROUP BY Semesters.semester_id, Semesters.semester_name
ORDER BY COUNT(*) DESC
LIMIT 1",32.34,,False,False
161,student_transcripts_tracking,"For each semester, what is the name and id of the one with the most students registered?","SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1","SELECT semester_id, semester_name
FROM Semesters
WHERE semester_id IN (
    SELECT semester_id
    FROM Student_Enrolment
    GROUP BY semester_id
    ORDER BY COUNT(student_id) DESC
    LIMIT 1
)",30.48,,False,False
162,student_transcripts_tracking,"Who are enrolled in 2 degree programs in one semester? List the first name, middle name and last name and the id.","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2","SELECT Students.first_name, Students.middle_name, Students.last_name, Students.student_id
FROM Students
JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
GROUP BY Students.student_id, Student_Enrolment.semester_id
HAVING COUNT(DISTINCT Student_Enrolment.degree_program_id) = 2",31.42,,False,False
163,student_transcripts_tracking,"What are the first, middle, and last names, along with the ids, of all students who enrolled in 2 degree programs in one semester?","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2","SELECT Students.first_name, Students.middle_name, Students.last_name, Students.student_id
FROM Students
JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
GROUP BY Students.student_id, Students.first_name, Students.middle_name, Students.last_name
HAVING COUNT(DISTINCT Student_Enrolment.degree_program_id) = 2",32.79,,False,False
164,student_transcripts_tracking,"What are the first, middle, and last names for everybody enrolled in a Bachelors program?","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'","SELECT Students.first_name, Students.middle_name, Students.last_name
FROM Students
JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
JOIN Degree_Programs ON Student_Enrolment.degree_program_id = Degree_Programs.degree_program_id
WHERE Degree_Programs.degree_summary_name LIKE '%Bachelors%'",31.15,,False,False
165,student_transcripts_tracking,Find the kind of program which most number of students are enrolled in?,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1,"SELECT degree_summary_name
FROM Degree_Programs
JOIN Student_Enrolment ON Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id
GROUP BY Degree_Programs.degree_program_id, degree_summary_name
ORDER BY COUNT(*) DESC
LIMIT 1",32.49,,True,False
166,student_transcripts_tracking,What is the program id and the summary of the degree that has the most students enrolled?,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1","SELECT Degree_Programs.degree_program_id, Degree_Programs.degree_summary_name
FROM Degree_Programs
JOIN Student_Enrolment ON Degree_Programs.degree_program_id = Student_Enrolment.degree_program_id
GROUP BY Degree_Programs.degree_program_id, Degree_Programs.degree_summary_name
ORDER BY COUNT(*) DESC
LIMIT 1",33.62,,True,False
167,student_transcripts_tracking,"Which student has enrolled for the most times in any program? List the id, first name, middle name, last name, the number of enrollments and student id.","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT Students.student_id, Students.first_name, Students.middle_name, Students.last_name, COUNT(Student_Enrolment.student_enrolment_id) AS enrollment_count
FROM Students
JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
GROUP BY Students.student_id, Students.first_name, Students.middle_name, Students.last_name
ORDER BY enrollment_count DESC
LIMIT 1",32.16,,False,False
168,student_transcripts_tracking,"What is the first, middle, and last name, along with the id and number of enrollments, for the student who enrolled the most in any program?","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT s.first_name, s.middle_name, s.last_name, s.student_id, COUNT(se.student_enrolment_id) AS enrollment_count
FROM Students s
JOIN Student_Enrolment se ON s.student_id = se.student_id
GROUP BY s.student_id, s.first_name, s.middle_name, s.last_name
ORDER BY enrollment_count DESC
LIMIT 1",31.42,,False,False
169,student_transcripts_tracking,What's the name of the course with most number of enrollments?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,"SELECT course_name
FROM Courses
JOIN Student_Enrolment_Courses ON Courses.course_id = Student_Enrolment_Courses.course_id
GROUP BY Courses.course_id, course_name
ORDER BY COUNT(*) DESC
LIMIT 1",30.05,,False,False
170,student_transcripts_tracking,What is the name of the course with the most students enrolled?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,"SELECT course_name
FROM Courses
JOIN Student_Enrolment_Courses ON Courses.course_id = Student_Enrolment_Courses.course_id
GROUP BY Courses.course_id, course_name
ORDER BY COUNT(*) DESC
LIMIT 1",29.82,,False,False
171,student_transcripts_tracking,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,"SELECT Students.last_name
FROM Students
JOIN Addresses ON Students.current_address_id = Addresses.address_id
LEFT JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
WHERE Addresses.state_province_county = 'North Carolina' AND Student_Enrolment.student_enrolment_id IS NULL",29.68,,False,False
172,student_transcripts_tracking,What are the last name of the students who live in North Carolina but have not registered in any degree programs?,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,"SELECT DISTINCT Students.last_name
FROM Students
JOIN Addresses ON Students.current_address_id = Addresses.address_id
LEFT JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
WHERE Addresses.state_province_county = 'North Carolina'
  AND Student_Enrolment.student_enrolment_id IS NULL",28.57,,False,False
173,student_transcripts_tracking,Show the date and id of the transcript with at least 2 course results.,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT transcript_id, NULL date_issued
FROM Transcript_Contents
GROUP BY transcript_id
HAVING COUNT(student_course_id) >= 2",149.03,,False,False
174,student_transcripts_tracking,What is the date and id of the transcript with at least 2 courses listed?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT tc.transcript_id, s.date_first_registered
FROM Transcript_Contents tc
JOIN Student_Enrolment_Courses sec ON tc.student_course_id = sec.student_course_id
JOIN Student_Enrolment se ON sec.student_enrolment_id = se.student_enrolment_id
JOIN Students s ON se.student_id = s.student_id
GROUP BY tc.transcript_id, s.date_first_registered
HAVING COUNT(tc.student_course_id) >= 2",185.67,,False,False
175,student_transcripts_tracking,What is the mobile phone number of the student named Timmothy Ward ?,select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward',"SELECT cell_mobile_number
FROM Students
WHERE first_name = 'Timmothy' AND last_name = 'Ward'",29.46,,False,True
176,student_transcripts_tracking,Which address holds the most number of students currently? List the address id and all lines.,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT a.address_id, a.line_1, a.line_2, a.line_3
FROM Addresses a
JOIN Students s ON a.address_id = s.current_address_id
GROUP BY a.address_id, a.line_1, a.line_2, a.line_3
ORDER BY COUNT(*) DESC
LIMIT 1",31.75,,False,False
177,student_transcripts_tracking,"On average, when were the transcripts printed?",SELECT avg(transcript_date) FROM Transcripts,SELECT AVG(date_first_registered) FROM Students,59.54,,False,False
178,student_transcripts_tracking,What is the average transcript date?,SELECT avg(transcript_date) FROM Transcripts,SELECT AVG(date_first_registered) FROM Students,28.86,,False,False
179,student_transcripts_tracking,"What is the earliest date of a transcript release, and what details can you tell me?","SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",SELECT MIN(date_first_registered) FROM Students,29.73,,False,False
180,student_transcripts_tracking,What is the last transcript release date?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(date_first_registered) FROM Students,30.69,,False,False
181,student_transcripts_tracking,When was the last transcript released?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(date_first_registered) FROM Students,31.48,,False,False
182,student_transcripts_tracking,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT MAX(cnt), student_course_id FROM (SELECT COUNT(*) AS cnt, student_course_id FROM Transcript_Contents GROUP BY student_course_id)",29.85,,True,False
183,student_transcripts_tracking,What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT MAX(course_count), student_enrolment_id
FROM (
    SELECT COUNT(DISTINCT t.transcript_id) AS course_count, sec.student_enrolment_id
    FROM Student_Enrolment_Courses sec
    JOIN Transcript_Contents t ON sec.student_course_id = t.student_course_id
    GROUP BY sec.course_id, sec.student_enrolment_id
) subquery",31.58,,False,False
184,student_transcripts_tracking,"Show the date of the transcript which shows the least number of results, also list the id.","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT t.transcript_id, t.transcript_date
FROM Transcripts t
JOIN Transcript_Contents tc ON t.transcript_id = tc.transcript_id
GROUP BY t.transcript_id, t.transcript_date
ORDER BY COUNT(tc.student_course_id) ASC
LIMIT 1",30.42,,False,False
185,student_transcripts_tracking,What is the date and id of the transcript with the least number of results?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT tc.transcript_id, MIN(s.date_first_registered)
FROM Transcript_Contents tc
JOIN Student_Enrolment_Courses sec ON tc.student_course_id = sec.student_course_id
JOIN Student_Enrolment se ON sec.student_enrolment_id = se.student_enrolment_id
JOIN Students s ON se.student_id = s.student_id
GROUP BY tc.transcript_id
ORDER BY COUNT(tc.student_course_id) ASC
LIMIT 1",142.44,,False,False
186,student_transcripts_tracking,Find the semester when both Master students and Bachelor students got enrolled in.,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT DISTINCT Semesters.semester_name
FROM Student_Enrolment
JOIN Degree_Programs ON Student_Enrolment.degree_program_id = Degree_Programs.degree_program_id
JOIN Semesters ON Student_Enrolment.semester_id = Semesters.semester_id
WHERE Degree_Programs.degree_summary_name LIKE '%Master%'
INTERSECT
SELECT DISTINCT Semesters.semester_name
FROM Student_Enrolment
JOIN Degree_Programs ON Student_Enrolment.degree_program_id = Degree_Programs.degree_program_id
JOIN Semesters ON Student_Enrolment.semester_id = Semesters.semester_id
WHERE Degree_Programs.degree_summary_name LIKE '%Bachelor%'",33.5,,False,False
187,student_transcripts_tracking,What is the id of the semester that had both Masters and Bachelors students enrolled?,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT DISTINCT s.semester_id
FROM Semesters s
JOIN Student_Enrolment se ON s.semester_id = se.semester_id
JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id
WHERE dp.degree_summary_name LIKE '%Masters%'
INTERSECT
SELECT DISTINCT s.semester_id
FROM Semesters s
JOIN Student_Enrolment se ON s.semester_id = se.semester_id
JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id
WHERE dp.degree_summary_name LIKE '%Bachelors%'",52.15,,False,False
188,student_transcripts_tracking,What are the different addresses that have students living there?,SELECT count(DISTINCT current_address_id) FROM Students,"SELECT DISTINCT Addresses.line_1, Addresses.line_2, Addresses.line_3, Addresses.city, Addresses.zip_postcode, Addresses.state_province_county, Addresses.country, Addresses.other_address_details
FROM Addresses
JOIN Students ON Addresses.address_id = Students.current_address_id OR Addresses.address_id = Students.permanent_address_id",32.08,,False,False
189,student_transcripts_tracking,List all the student details in reversed lexicographical order.,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,"SELECT student_id, current_address_id, permanent_address_id, first_name, middle_name, last_name, cell_mobile_number, email_address, ssn, date_first_registered, date_left, other_student_details FROM Students ORDER BY first_name DESC, middle_name DESC, last_name DESC",33.63,,False,False
190,student_transcripts_tracking,Describe the section h.,SELECT section_description FROM Sections WHERE section_name  =  'h',"SELECT section_name, section_description, other_details FROM Sections WHERE section_name = 'h'",32.05,,False,False
191,student_transcripts_tracking,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',"SELECT Students.first_name
FROM Students
JOIN Addresses ON Students.permanent_address_id = Addresses.address_id
WHERE Addresses.country = 'Haiti' OR Students.cell_mobile_number = '09700166582'",31.84,,False,False
192,student_transcripts_tracking,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',"SELECT Students.first_name
FROM Students
JOIN Addresses ON Students.permanent_address_id = Addresses.address_id
WHERE Addresses.country = 'Haiti' OR Students.cell_mobile_number = '09700166582'",31.67,,False,False
193,tvshow,"List all cartoon directed by ""Ben Jones"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";","SELECT Title
FROM Cartoon
WHERE Directed_by = 'Ben Jones'",32.18,,True,False
194,tvshow,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";","SELECT TV_Channel.series_name
FROM Cartoon
JOIN TV_Channel ON Cartoon.Channel = TV_Channel.id
WHERE Cartoon.Title = 'The Rise of the Blue Beetle'",28.14,,False,False
195,tvshow,What are all of the episodes ordered by ratings?,SELECT Episode FROM TV_series ORDER BY rating,"SELECT Episode, Rating
FROM TV_series
ORDER BY Rating",31.9,,False,False
196,tvshow,What is minimum and maximum share of TV series?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT MIN(Share), MAX(Share) FROM TV_series",28.81,,False,False
197,tvshow,"What is the episode for the TV series named ""Sky Radio""?","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","SELECT Episode
FROM TV_series
WHERE Channel = 'Sky Radio'",28.2,,False,False
198,tvshow,Find the number of cartoons directed by each of the listed directors.,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by","SELECT Directed_by, COUNT(*) FROM Cartoon GROUP BY Directed_by",31.88,,False,False
199,tvshow,How many cartoons did each director create?,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by","SELECT Directed_by, COUNT(*) FROM Cartoon GROUP BY Directed_by",32.01,,False,False
200,tvshow,Find the production code and channel of the most recently aired cartoon .,"select production_code ,  channel from cartoon order by original_air_date desc limit 1","SELECT Production_code, Channel
FROM Cartoon
WHERE Original_air_date = (
    SELECT MAX(Original_air_date)
    FROM Cartoon
)",31.8,,True,False
201,tvshow,What is the produdction code and channel of the most recent cartoon ?,"select production_code ,  channel from cartoon order by original_air_date desc limit 1","SELECT Production_code, Channel FROM Cartoon ORDER BY strftime('%Y-%m-%d', Original_air_date) DESC LIMIT 1",29.97,,False,False
202,tvshow,Find the package choice and series name of the TV channel that has high definition TV.,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""","SELECT Package_Option, series_name FROM TV_Channel WHERE Hight_definition_TV = '1'",30.64,,False,False
203,tvshow,What are the package options and the name of the series for the TV Channel that supports high definition TV?,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""","SELECT TV_Channel.Package_Option, TV_Channel.series_name
FROM TV_Channel
WHERE TV_Channel.Hight_definition_TV = '1'",28.85,,False,False
204,tvshow,which countries' tv channels are playing some cartoon written by Todd Casey?,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',"SELECT DISTINCT TV_Channel.Country
FROM Cartoon
JOIN TV_Channel ON Cartoon.Channel = TV_Channel.series_name
WHERE Cartoon.Written_by LIKE '%Todd Casey%'",30.5,,False,False
205,tvshow,which countries' tv channels are not playing any cartoon written by Todd Casey?,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',"SELECT DISTINCT TV_Channel.Country
FROM TV_Channel
WHERE TV_Channel.id NOT IN (
    SELECT DISTINCT Cartoon.Channel
    FROM Cartoon
    WHERE Cartoon.Written_by LIKE '%Todd Casey%'
)",30.39,,False,False
206,tvshow,What are the countries that are not playing cartoons written by Todd Casey?,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',"SELECT DISTINCT TV_Channel.Country
FROM TV_Channel
WHERE TV_Channel.Country NOT IN (
    SELECT DISTINCT TV_Channel.Country
    FROM Cartoon
    JOIN TV_Channel ON Cartoon.Channel = TV_Channel.series_name
    WHERE Cartoon.Written_by = 'Todd Casey'
)",33.18,,False,False
207,tvshow,Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang?,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'","SELECT TV_Channel.series_name, TV_Channel.Country
FROM TV_Channel
JOIN Cartoon ON TV_Channel.series_name = Cartoon.Channel
WHERE Cartoon.Directed_by IN ('Ben Jones', 'Michael Chang')",29.32,,False,False
208,tvshow,What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang?,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'","SELECT DISTINCT TV_Channel.series_name, TV_Channel.Country
FROM TV_Channel
JOIN Cartoon ON TV_Channel.series_name = Cartoon.Channel
WHERE Cartoon.Directed_by IN ('Ben Jones', 'Michael Chang')",29.69,,False,False
209,tvshow,find id of the tv channels that from the countries where have more than two tv channels.,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,"SELECT TV_Channel.id
FROM TV_Channel
WHERE TV_Channel.Country IN (
    SELECT Country
    FROM TV_Channel
    GROUP BY Country
    HAVING COUNT(*) > 2
)",33.86,,False,False
210,tvshow,What are the ids of all tv channels that have more than 2 TV channels?,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,SELECT id FROM TV_Channel GROUP BY id HAVING COUNT(*) > 2,29.26,,False,False
211,tvshow,find the package option of the tv channel that do not have any cartoon directed by Ben Jones.,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'),"SELECT DISTINCT TV_Channel.Package_Option
FROM TV_Channel
WHERE TV_Channel.id NOT IN (
    SELECT Cartoon.Channel
    FROM Cartoon
    WHERE Cartoon.Directed_by = 'Ben Jones'
)",33.01,,True,False
212,poker_player,List the earnings of poker players in descending order.,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,31.42,,True,True
213,poker_player,"What are the earnings of poker players, ordered descending by value?",SELECT Earnings FROM poker_player ORDER BY Earnings DESC,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,32.49,,True,True
214,poker_player,What is the most common nationality of people?,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Nationality
FROM people
GROUP BY Nationality
ORDER BY COUNT(*) DESC
LIMIT 1",30.45,,True,True
215,poker_player,Give the nationality that is most common across all people.,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Nationality
FROM people
GROUP BY Nationality
ORDER BY COUNT(*) DESC
LIMIT 1",29.62,,True,True
216,voter_1,How many states are there?,SELECT count(*) FROM area_code_state,SELECT COUNT(DISTINCT state) FROM AREA_CODE_STATE,29.54,,False,False
217,voter_1,How many contestants did not get voted?,SELECT count(*) FROM contestants WHERE contestant_number NOT IN ( SELECT contestant_number FROM votes ),"SELECT contestant_name
FROM CONTESTANTS
WHERE contestant_number NOT IN (
    SELECT DISTINCT contestant_number
    FROM VOTES
)",31.75,,False,False
218,voter_1,What is the area code in which the most voters voted?,SELECT T1.area_code FROM area_code_state AS T1 JOIN votes AS T2 ON T1.state  =  T2.state GROUP BY T1.area_code ORDER BY count(*) DESC LIMIT 1,"SELECT area_code
FROM AREA_CODE_STATE
JOIN VOTES ON AREA_CODE_STATE.state = VOTES.state
GROUP BY area_code
ORDER BY COUNT(*) DESC
LIMIT 1",29.19,,True,False
