序号,数据库,问题,Gold SQL,预测 SQL,正确执行结果,实际执行结果,耗时(s),结果匹配(修正),SQL精确匹配,结果匹配(原始),失败原因,错误信息
449,wta_1,What are the names of players who won in both 2013 and 2016?,SELECT winner_name FROM matches WHERE YEAR  =  2013 INTERSECT SELECT winner_name FROM matches WHERE YEAR  =  2016,"SELECT DISTINCT winner_name
FROM matches
WHERE year = 2013
INTERSECT
SELECT DISTINCT winner_name
FROM matches
WHERE year = 2016
LIMIT 100","winner_name
Angelique Kerber
Petra Kvitova
Sara Errani
Serena Williams
Victoria Azarenka","winner_name
Angelique Kerber
Petra Kvitova
Sara Errani
Serena Williams
Victoria Azarenka",32.37,True,False,True,,
450,wta_1,List the number of all matches who played in years of 2013 or 2016.,SELECT count(*) FROM matches WHERE YEAR  =  2013 OR YEAR  =  2016,"SELECT COUNT(*) FROM matches WHERE year IN (2013, 2016)",170,170,31.18,True,False,False,,
451,wta_1,How many matches were played in 2013 or 2016?,SELECT count(*) FROM matches WHERE YEAR  =  2013 OR YEAR  =  2016,SELECT COUNT(*) FROM matches WHERE year = 2013 OR year = 2016,170,170,31.87,True,True,False,,
452,wta_1,What are the country code and first name of the players who won in both tourney WTA Championships and Australian Open?,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'WTA Championships' INTERSECT SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'Australian Open'","SELECT DISTINCT p.country_code, p.first_name
FROM players p
JOIN matches m ON p.player_id = m.winner_id
WHERE m.tourney_name IN ('WTA Championships', 'Australian Open')
GROUP BY p.player_id, p.country_code, p.first_name
HAVING COUNT(DISTINCT m.tourney_name) = 2
LIMIT 100","country_code	first_name
GER	Angelique
USA	Serena","country_code	first_name
USA	Serena
GER	Angelique",36.29,True,False,True,,
453,wta_1,What are the first names and country codes for players who won both the WTA Championships and the Australian Open?,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'WTA Championships' INTERSECT SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'Australian Open'","SELECT DISTINCT p.first_name, p.country_code
FROM players p
JOIN matches m ON p.player_id = m.winner_id
WHERE m.tourney_name IN ('WTA Championships', 'Australian Open')
GROUP BY p.player_id, p.first_name, p.country_code
HAVING COUNT(DISTINCT m.tourney_name) = 2
LIMIT 100","country_code	first_name
GER	Angelique
USA	Serena","first_name	country_code
Serena	USA
Angelique	GER",34.34,False,False,False,多余的 LIMIT,
454,wta_1,Find the first name and country code of the oldest player.,"SELECT first_name ,  country_code FROM players ORDER BY birth_date LIMIT 1","SELECT first_name, country_code FROM players ORDER BY birth_date ASC LIMIT 1","first_name	country_code
Thelma	AUS","first_name	country_code
Thelma	AUS",32.1,True,False,True,,
455,wta_1,What is the first name and country code of the oldest player?,"SELECT first_name ,  country_code FROM players ORDER BY birth_date LIMIT 1","SELECT first_name, country_code FROM players ORDER BY birth_date ASC LIMIT 1","first_name	country_code
Thelma	AUS","first_name	country_code
Thelma	AUS",31.87,True,False,True,,
456,wta_1,List the first and last name of all players in the order of birth date.,"SELECT first_name ,  last_name FROM players ORDER BY birth_date","SELECT first_name, last_name FROM players ORDER BY birth_date LIMIT 100",ERROR: Could not decode to UTF-8 column 'last_name' with text 'Treyes Albarrac��N',"first_name	last_name
Thelma	Long
Pauline	Addie
Milly	Vagn Nielsen
Vera	Johansen
Reiko	Miyagi
... (100 rows total)",31.38,False,False,False,多余的 LIMIT,
457,wta_1,"What are the full names of all players, sorted by birth date?","SELECT first_name ,  last_name FROM players ORDER BY birth_date","SELECT first_name || ' ' || last_name AS full_name, birth_date FROM players ORDER BY birth_date LIMIT 100",ERROR: Could not decode to UTF-8 column 'last_name' with text 'Treyes Albarrac��N',"full_name	birth_date
Thelma Long	19181014
Pauline Addie	19190806
Milly Vagn Nielsen	19210318
Vera Johansen	19210925
Reiko Miyagi	19220527
... (100 rows total)",32.72,False,False,False,多余的 LIMIT,
458,wta_1,List the first and last name of all players who are left / L hand in the order of birth date.,"SELECT first_name ,  last_name FROM players WHERE hand  =  'L' ORDER BY birth_date","SELECT first_name, last_name
FROM players
WHERE hand = 'L'
ORDER BY birth_date
LIMIT 100","first_name	last_name
Ann	Jones
Wendy	Gilchrist
Martina	Navratilova
Mary	Carillo
Katerina	Bohmova
... (487 rows total)","first_name	last_name
Ann	Jones
Wendy	Gilchrist
Martina	Navratilova
Mary	Carillo
Katerina	Bohmova
... (100 rows total)",33.64,False,False,True,多余的 LIMIT,
459,wta_1,"What are the full names of all left handed players, in order of birth date?","SELECT first_name ,  last_name FROM players WHERE hand  =  'L' ORDER BY birth_date","SELECT first_name || ' ' || last_name AS full_name
FROM players
WHERE hand = 'L'
ORDER BY birth_date
LIMIT 100","first_name	last_name
Ann	Jones
Wendy	Gilchrist
Martina	Navratilova
Mary	Carillo
Katerina	Bohmova
... (487 rows total)","full_name
Ann Jones
Wendy Gilchrist
Martina Navratilova
Mary Carillo
Katerina Bohmova
... (100 rows total)",32.77,False,False,False,多余的 LIMIT,
460,wta_1,Find the first name and country code of the player who did the most number of tours.,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1","SELECT first_name, country_code
FROM players
WHERE player_id = (
    SELECT player_id
    FROM rankings
    GROUP BY player_id
    ORDER BY SUM(tours) DESC
    LIMIT 1
)","country_code	first_name
USA	Julia","first_name	country_code
Eleni	GRE",33.39,False,False,False,逻辑错误,
461,wta_1,What is the first name and country code of the player with the most tours?,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1","SELECT first_name, country_code FROM players WHERE player_id = (SELECT player_id FROM rankings ORDER BY tours DESC LIMIT 1) LIMIT 100","country_code	first_name
USA	Julia","first_name	country_code
Julia	USA",32.33,False,False,False,逻辑错误,
462,wta_1,Find the year that has the most number of matches.,SELECT YEAR FROM matches GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"SELECT year, COUNT(*) AS match_count
FROM matches
GROUP BY year
ORDER BY match_count DESC
LIMIT 1",2016,"year	match_count
2016	158",31.09,False,False,False,列别名差异,
463,wta_1,Which year had the most matches?,SELECT YEAR FROM matches GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"SELECT year, COUNT(*) AS match_count
FROM matches
GROUP BY year
ORDER BY match_count DESC
LIMIT 1",2016,"year	match_count
2016	158",31.35,False,False,False,列别名差异,
464,wta_1,Find the name and rank points of the winner who won the most times.,"SELECT winner_name ,  winner_rank_points FROM matches GROUP BY winner_name ORDER BY count(*) DESC LIMIT 1","SELECT winner_name, SUM(winner_rank_points) as total_rank_points
FROM matches
GROUP BY winner_name
ORDER BY COUNT(*) DESC
LIMIT 1","winner_name	winner_rank_points
Angelique Kerber	3715","winner_name	total_rank_points
Angelique Kerber	134495",33.68,False,False,False,列别名差异,
465,wta_1,"What is the name of the winner who has won the most matches, and how many rank points does this player have?","SELECT winner_name ,  winner_rank_points FROM matches GROUP BY winner_name ORDER BY count(*) DESC LIMIT 1","SELECT winner_name, winner_rank_points
FROM matches
WHERE winner_name = (
    SELECT winner_name
    FROM matches
    GROUP BY winner_name
    ORDER BY COUNT(*) DESC
    LIMIT 1
)
LIMIT 1","winner_name	winner_rank_points
Angelique Kerber	3715","winner_name	winner_rank_points
Angelique Kerber	3715",32.79,True,False,True,,
466,wta_1,Find the name of the winner who has the highest rank points and participated in the Australian Open tourney.,SELECT winner_name FROM matches WHERE tourney_name  =  'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1,"SELECT winner_name
FROM matches
WHERE tourney_name = 'Australian Open'
ORDER BY winner_rank_points DESC
LIMIT 1",Serena Williams,Serena Williams,32.2,True,True,True,,
467,wta_1,What is the name of the winner with the most rank points who participated in the Australian Open tournament?,SELECT winner_name FROM matches WHERE tourney_name  =  'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1,"SELECT winner_name
FROM matches
WHERE tourney_name = 'Australian Open'
ORDER BY winner_rank_points DESC
LIMIT 1",Serena Williams,Serena Williams,31.9,True,True,True,,
468,wta_1,find the names of loser and winner who played in the match with greatest number of minutes.,"SELECT winner_name ,  loser_name FROM matches ORDER BY minutes DESC LIMIT 1","SELECT winner_name, loser_name
FROM matches
WHERE minutes = (SELECT MAX(minutes) FROM matches)
LIMIT 100","winner_name	loser_name
Petra Kvitova	Angelique Kerber","winner_name	loser_name
Petra Kvitova	Angelique Kerber",33.02,True,False,True,,
469,wta_1,What are the names of the winner and loser who played in the longest match?,"SELECT winner_name ,  loser_name FROM matches ORDER BY minutes DESC LIMIT 1","SELECT winner_name, loser_name
FROM matches
WHERE minutes = (SELECT MAX(minutes) FROM matches)
LIMIT 100","winner_name	loser_name
Petra Kvitova	Angelique Kerber","winner_name	loser_name
Petra Kvitova	Angelique Kerber",31.85,True,False,True,,
470,wta_1,Find the average ranking for each player and their first name.,"SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","SELECT p.first_name, AVG(r.ranking) AS average_ranking
FROM players p
JOIN rankings r ON p.player_id = r.player_id
GROUP BY p.player_id, p.first_name
LIMIT 100","avg(ranking)	first_name
1199.8235294117646	Aastha
1110.0434782608695	Abbi
808.4545454545455	Abbie
387.66706161137444	Abigail
1039.6744186046512	Abiodun
... (1580 rows total)","first_name	average_ranking
Mirjana	186.76587795765877
Tamarine	121.82273948075202
Katarina	196.02280912364947
Jana	178.44725111441306
Lisa	101.55520833333334
... (100 rows total)",37.67,False,False,False,多余的 LIMIT,
471,wta_1,"What are the first names of all players, and their average rankings?","SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","SELECT first_name, AVG(ranking) AS average_ranking
FROM players
LEFT JOIN rankings ON players.player_id = rankings.player_id
GROUP BY players.player_id, first_name
LIMIT 100","avg(ranking)	first_name
1199.8235294117646	Aastha
1110.0434782608695	Abbi
808.4545454545455	Abbie
387.66706161137444	Abigail
1039.6744186046512	Abiodun
... (1580 rows total)","first_name	average_ranking
Martina	None
Mirjana	186.76587795765877
Justine	None
Kerry Anne	None
Jolene	None
... (100 rows total)",42.74,False,False,False,多余的 LIMIT,
472,wta_1,Find the total ranking points for each player and their first name.,"SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","SELECT p.player_id, p.first_name, SUM(r.ranking_points) AS total_ranking_points
FROM players p
JOIN rankings r ON p.player_id = r.player_id
GROUP BY p.player_id, p.first_name
LIMIT 100","sum(ranking_points)	first_name
68	Aastha
304	Abbi
5214	Abbie
115293	Abigail
120	Abiodun
... (1580 rows total)","player_id	first_name	total_ranking_points
200002	Mirjana	331434
200009	Tamarine	594281
200011	Katarina	437442
200012	Jana	110902
200020	Lisa	532884
... (100 rows total)",36.18,False,False,False,多余的 LIMIT,
473,wta_1,"What are the first names of all players, and their total ranking points?","SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","SELECT first_name, SUM(ranking_points) AS total_ranking_points
FROM players
LEFT JOIN rankings ON players.player_id = rankings.player_id
GROUP BY players.player_id, first_name
LIMIT 100","sum(ranking_points)	first_name
68	Aastha
304	Abbi
5214	Abbie
115293	Abigail
120	Abiodun
... (1580 rows total)","first_name	total_ranking_points
Martina	None
Mirjana	331434
Justine	None
Kerry Anne	None
Jolene	None
... (100 rows total)",41.0,False,False,False,多余的 LIMIT,
474,wta_1,find the number of players for each country.,"SELECT count(*) ,  country_code FROM players GROUP BY country_code","SELECT country_code, COUNT(*) AS player_count
FROM players
GROUP BY country_code
ORDER BY player_count DESC
LIMIT 100","count(*)	country_code
6	AHO
2	ALB
63	ALG
1	AND
1	ANG
... (153 rows total)","country_code	player_count
USA	2217
ITA	866
ESP	853
GER	833
JPN	823
... (100 rows total)",35.01,False,False,False,多余的 LIMIT,
475,wta_1,How many players are from each country?,"SELECT count(*) ,  country_code FROM players GROUP BY country_code","SELECT country_code, COUNT(*) AS player_count
FROM players
GROUP BY country_code
ORDER BY player_count DESC
LIMIT 100","count(*)	country_code
6	AHO
2	ALB
63	ALG
1	AND
1	ANG
... (153 rows total)","country_code	player_count
USA	2217
ITA	866
ESP	853
GER	833
JPN	823
... (100 rows total)",37.1,False,False,False,多余的 LIMIT,
476,wta_1,find the code of the country where has the greatest number of players.,SELECT country_code FROM players GROUP BY country_code ORDER BY count(*) DESC LIMIT 1,"SELECT country_code, COUNT(*) as player_count
FROM players
GROUP BY country_code
ORDER BY player_count DESC
LIMIT 1",USA,"country_code	player_count
USA	2217",32.0,False,False,False,列别名差异,
477,wta_1,What is the code of the country with the most players?,SELECT country_code FROM players GROUP BY country_code ORDER BY count(*) DESC LIMIT 1,"SELECT country_code, COUNT(*) as player_count
FROM players
GROUP BY country_code
ORDER BY player_count DESC
LIMIT 1",USA,"country_code	player_count
USA	2217",31.81,False,False,False,列别名差异,
478,wta_1,Find the codes of countries that have more than 50 players.,SELECT country_code FROM players GROUP BY country_code HAVING count(*)  >  50,"SELECT country_code
FROM players
GROUP BY country_code
HAVING COUNT(*) > 50
LIMIT 100","country_code
ALG
ARG
AUS
AUT
BEL
... (65 rows total)","country_code
ALG
ARG
AUS
AUT
BEL
... (65 rows total)",34.98,True,False,True,,
479,wta_1,What are the codes of countries with more than 50 players?,SELECT country_code FROM players GROUP BY country_code HAVING count(*)  >  50,"SELECT country_code
FROM players
GROUP BY country_code
HAVING COUNT(*) > 50
ORDER BY COUNT(*) DESC","country_code
ALG
ARG
AUS
AUT
BEL
... (65 rows total)","country_code
USA
ITA
ESP
GER
JPN
... (65 rows total)",33.67,True,False,True,,
480,wta_1,Find the total number of tours for each ranking date.,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date","SELECT ranking_date, SUM(tours) AS total_tours
FROM rankings
GROUP BY ranking_date
ORDER BY ranking_date
LIMIT 100","sum(tours)	ranking_date
0	19870119
0	19870126
0	19870202
0	19870209
0	19870302
... (1504 rows total)","ranking_date	total_tours
19870119	0
19870126	0
19870202	0
19870209	0
19870302	0
... (100 rows total)",32.7,False,False,False,多余的 LIMIT,
481,wta_1,How many total tours were there for each ranking date?,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date","SELECT ranking_date, SUM(tours) AS total_tours
FROM rankings
GROUP BY ranking_date
ORDER BY ranking_date
LIMIT 100","sum(tours)	ranking_date
0	19870119
0	19870126
0	19870202
0	19870209
0	19870302
... (1504 rows total)","ranking_date	total_tours
19870119	0
19870126	0
19870202	0
19870209	0
19870302	0
... (100 rows total)",34.14,False,False,False,多余的 LIMIT,
482,wta_1,Find the number of matches happened in each year.,"SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR","SELECT year, COUNT(*) AS match_count
FROM matches
GROUP BY year
ORDER BY year","count(*)	year
12	2013
158	2016
108	2017","year	match_count
2013	12
2016	158
2017	108",32.42,False,False,False,多余的 ORDER BY,
483,wta_1,How many matches were played in each year?,"SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR","SELECT year, COUNT(*) AS match_count
FROM matches
GROUP BY year
ORDER BY year","count(*)	year
12	2013
158	2016
108	2017","year	match_count
2013	12
2016	158
2017	108",33.45,False,False,False,多余的 ORDER BY,
484,wta_1,Find the name and rank of the 3 youngest winners across all matches.,"SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3","SELECT winner_name, winner_rank FROM matches ORDER BY winner_age ASC LIMIT 3","winner_name	winner_rank
Madison Keys	17
Madison Keys	24
Madison Keys	16","winner_name	winner_rank
Madison Keys	17
Madison Keys	24
Madison Keys	16",32.71,True,False,True,,
485,wta_1,What are the names and ranks of the three youngest winners across all matches?,"SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3","SELECT winner_name, winner_rank
FROM matches
ORDER BY winner_age ASC
LIMIT 3","winner_name	winner_rank
Madison Keys	17
Madison Keys	24
Madison Keys	16","winner_name	winner_rank
Madison Keys	17
Madison Keys	24
Madison Keys	16",33.1,True,False,True,,
486,wta_1,How many different winners both participated in the WTA Championships and were left handed?,SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L',"SELECT COUNT(DISTINCT winner_id)
FROM matches
WHERE tourney_name = 'WTA Championships'
  AND winner_hand = 'L'",2,2,31.13,True,False,False,,
487,wta_1,Find the number of left handed winners who participated in the WTA Championships.,SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L',"SELECT COUNT(DISTINCT winner_id)
FROM matches
WHERE winner_hand = 'L' AND tourney_name = 'WTA Championships'",2,2,31.85,True,False,False,,
488,wta_1,"Find the first name, country code and birth date of the winner who has the highest rank points in all matches.","SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1","SELECT p.first_name, p.country_code, p.birth_date
FROM players p
JOIN matches m ON p.player_id = m.winner_id
WHERE m.winner_rank_points = (SELECT MAX(winner_rank_points) FROM matches)
LIMIT 100","first_name	country_code	birth_date
Serena	USA	19810926","first_name	country_code	birth_date
Serena	USA	19810926
Serena	USA	19810926
Serena	USA	19810926",34.76,True,False,True,,
489,wta_1,"What is the first name, country code, and birth date of the player with the most winner rank points across all matches?","SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1","SELECT p.first_name, p.country_code, p.birth_date
FROM players p
JOIN matches m ON p.player_id = m.winner_id
GROUP BY p.player_id, p.first_name, p.country_code, p.birth_date
ORDER BY SUM(m.winner_rank_points) DESC
LIMIT 1","first_name	country_code	birth_date
Serena	USA	19810926","first_name	country_code	birth_date
Serena	USA	19810926",34.41,True,False,True,,
490,wta_1,Find the number of players for each hand type.,"SELECT count(*) ,  hand FROM players GROUP BY hand","SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand","count(*)	hand
954	
487	L
5028	R
14193	U","hand	player_count
	954
L	487
R	5028
U	14193",34.76,False,False,False,列别名差异,
491,wta_1,How many players are there for each hand type?,"SELECT count(*) ,  hand FROM players GROUP BY hand","SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand","count(*)	hand
954	
487	L
5028	R
14193	U","hand	player_count
	954
L	487
R	5028
U	14193",33.52,False,False,False,列别名差异,
492,battle_death,How many ships ended up being 'Captured'?,SELECT count(*) FROM ship WHERE disposition_of_ship  =  'Captured',SELECT COUNT(*) FROM ship WHERE disposition_of_ship = 'Captured',4,4,31.78,True,True,False,,
493,battle_death,List the name and tonnage ordered by in descending alphaetical order for the names.,"SELECT name ,  tonnage FROM ship ORDER BY name DESC","SELECT name, tonnage FROM ship ORDER BY name DESC","name	tonnage
Three Brothers	t
Mary	t
Lettice	t
HMS Avon	391
HMS Atalanta	225
... (7 rows total)","name	tonnage
Three Brothers	t
Mary	t
Lettice	t
HMS Avon	391
HMS Atalanta	225
... (7 rows total)",32.25,True,False,True,,
494,battle_death,"List the name, date and result of each battle.","SELECT name ,  date FROM battle","SELECT name, date, result FROM battle LIMIT 100","name	date
Battle of Adrianople	14 April 1205
Battle of Serres	June 1205
Battle of Rusion	31 January 1206
Battle of Rodosto	February 1206
Battle of Messinopolis	4 September 1207
... (8 rows total)","name	date	result
Battle of Adrianople	14 April 1205	Bulgarian victory
Battle of Serres	June 1205	Bulgarian victory
Battle of Rusion	31 January 1206	Bulgarian victory
Battle of Rodosto	February 1206	Bulgarian victory
Battle of Messinopolis	4 September 1207	Bulgarian victory
... (8 rows total)",36.12,False,False,False,多余的 LIMIT,
495,battle_death,What is maximum and minimum death toll caused each time?,"SELECT max(killed) ,  min(killed) FROM death","SELECT MAX(killed) AS max_death_toll, MIN(killed) AS min_death_toll FROM death","max(killed)	min(killed)
29	0","max_death_toll	min_death_toll
29	0",31.43,True,False,False,,
496,battle_death,What is the average number of injuries caused each time?,SELECT avg(injured) FROM death,SELECT AVG(injured) FROM death,1.0769230769230769,1.0769230769230769,30.63,True,True,False,,
497,battle_death,What are the death and injury situations caused by the ship with tonnage 't'?,"SELECT T1.killed ,  T1.injured FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id WHERE T2.tonnage  =  't'","SELECT d.killed, d.injured
FROM death d
JOIN ship s ON d.caused_by_ship_id = s.id
WHERE s.tonnage = 't'
LIMIT 100","killed	injured
8	0
3	0
25	0
2	0
0	0
... (11 rows total)","killed	injured
8	0
3	0
25	0
2	0
0	0
... (11 rows total)",34.36,True,False,True,,
498,battle_death,What are the name and results of the battles when the bulgarian commander is not 'Boril',"SELECT name ,  RESULT FROM battle WHERE bulgarian_commander != 'Boril'","SELECT name, result FROM battle WHERE bulgarian_commander != 'Boril' LIMIT 100","name	result
Battle of Adrianople	Bulgarian victory
Battle of Serres	Bulgarian victory
Battle of Rusion	Bulgarian victory
Battle of Rodosto	Bulgarian victory
Battle of Messinopolis	Bulgarian victory
... (6 rows total)","name	result
Battle of Adrianople	Bulgarian victory
Battle of Serres	Bulgarian victory
Battle of Rusion	Bulgarian victory
Battle of Rodosto	Bulgarian victory
Battle of Messinopolis	Bulgarian victory
... (6 rows total)",33.11,True,False,True,,
499,battle_death,What are the different ids and names of the battles that lost any 'Brig' type shipes?,"SELECT DISTINCT T1.id ,  T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.ship_type  =  'Brig'","SELECT DISTINCT b.id, b.name
FROM battle b
JOIN ship s ON b.id = s.lost_in_battle
WHERE s.ship_type = 'Brig'
LIMIT 100","id	name
8	Siege of Constantinople
7	Battle of Philippopolis
6	Battle of Boruy
5	Battle of Messinopolis
4	Battle of Rodosto","id	name
8	Siege of Constantinople
7	Battle of Philippopolis
6	Battle of Boruy
5	Battle of Messinopolis
4	Battle of Rodosto",34.36,True,False,True,,
500,battle_death,What are the ids and names of the battles that led to more than 10 people killed in total.,"SELECT T1.id ,  T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle JOIN death AS T3 ON T2.id  =  T3.caused_by_ship_id GROUP BY T1.id HAVING sum(T3.killed)  >  10","SELECT b.id, b.name
FROM battle b
JOIN ship s ON b.id = s.lost_in_battle
JOIN death d ON s.id = d.caused_by_ship_id
GROUP BY b.id, b.name
HAVING SUM(d.killed) > 10
LIMIT 100","id	name
5	Battle of Messinopolis
6	Battle of Boruy
8	Siege of Constantinople","id	name
5	Battle of Messinopolis
6	Battle of Boruy
8	Siege of Constantinople",34.59,True,False,True,,
501,battle_death,What is the ship id and name that caused most total injuries?,"SELECT T2.id ,  T2.name FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id GROUP BY T2.id ORDER BY count(*) DESC LIMIT 1","SELECT s.id, s.name
FROM ship s
JOIN death d ON s.id = d.caused_by_ship_id
GROUP BY s.id, s.name
ORDER BY SUM(d.injured) DESC
LIMIT 1","id	name
5	Three Brothers","id	name
4	HMS Avon",33.2,False,False,True,逻辑错误,
502,battle_death,What are the distinct battle names which are between bulgarian commander 'Kaloyan' and latin commander 'Baldwin I'?,SELECT name FROM battle WHERE bulgarian_commander  =  'Kaloyan' AND latin_commander  =  'Baldwin I',"SELECT DISTINCT name
FROM battle
WHERE bulgarian_commander = 'Kaloyan' AND latin_commander = 'Baldwin I'
LIMIT 100",Battle of Adrianople,Battle of Adrianople,32.92,True,False,True,,
503,battle_death,How many different results are there for the battles?,SELECT count(DISTINCT RESULT) FROM battle,SELECT COUNT(DISTINCT result) FROM battle,3,3,31.77,True,True,False,,
504,battle_death,How many battles did not lose any ship with tonnage '225'?,SELECT count(*) FROM battle WHERE id NOT IN ( SELECT lost_in_battle FROM ship WHERE tonnage  =  '225' );,"SELECT COUNT(DISTINCT b.id)
FROM battle b
WHERE b.id NOT IN (
    SELECT s.lost_in_battle
    FROM ship s
    WHERE s.tonnage = '225'
    AND s.lost_in_battle IS NOT NULL
)",7,7,33.1,True,False,False,,
505,battle_death,List the name and date the battle that has lost the ship named 'Lettice' and the ship named 'HMS Atalanta',"SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'Lettice' INTERSECT SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'HMS Atalanta'","SELECT b.name, b.date
FROM battle b
JOIN ship s1 ON b.id = s1.lost_in_battle
JOIN ship s2 ON b.id = s2.lost_in_battle
WHERE s1.name = 'Lettice' AND s2.name = 'HMS Atalanta'
LIMIT 100","name	date
Siege of Constantinople	1235","name	date
Siege of Constantinople	1235",33.88,True,False,True,,
506,battle_death,"Show names, results and bulgarian commanders of the battles with no ships lost in the 'English Channel'.","SELECT name ,  RESULT ,  bulgarian_commander FROM battle EXCEPT SELECT T1.name ,  T1.result ,  T1.bulgarian_commander FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.location  =  'English Channel'","SELECT b.name, b.result, b.bulgarian_commander
FROM battle b
WHERE b.id NOT IN (
    SELECT s.lost_in_battle
    FROM ship s
    WHERE s.location = 'English Channel'
    AND s.lost_in_battle IS NOT NULL
)
LIMIT 100","name	result	bulgarian_commander
Battle of Adrianople	Bulgarian victory	Kaloyan
Battle of Rusion	Bulgarian victory	Kaloyan
Battle of Serres	Bulgarian victory	Kaloyan","name	result	bulgarian_commander
Battle of Adrianople	Bulgarian victory	Kaloyan
Battle of Serres	Bulgarian victory	Kaloyan
Battle of Rusion	Bulgarian victory	Kaloyan",35.37,True,False,True,,
507,battle_death,What are the notes of the death events which has substring 'East'?,SELECT note FROM death WHERE note LIKE '%East%',SELECT note FROM death WHERE note LIKE '%East%' LIMIT 100,"East Champaran, Bihar","East Champaran, Bihar",32.06,True,False,True,,
508,student_transcripts_tracking,what are all the addresses including line 1 and line 2?,"SELECT line_1 ,  line_2 FROM addresses","SELECT line_1, line_2 FROM Addresses LIMIT 100","line_1	line_2
2294 Grant Square Apt. 235	Apt. 370
3999 Aufderhar Ways Suite 593	Apt. 388
67942 Carlotta Ferry Apt. 686	Apt. 583
0144 Lamar Plaza Apt. 346	Suite 703
858 Peggie Bypass Suite 212	Apt. 335
... (15 rows total)","line_1	line_2
2294 Grant Square Apt. 235	Apt. 370
3999 Aufderhar Ways Suite 593	Apt. 388
67942 Carlotta Ferry Apt. 686	Apt. 583
0144 Lamar Plaza Apt. 346	Suite 703
858 Peggie Bypass Suite 212	Apt. 335
... (15 rows total)",35.25,True,False,True,,
