index,db_id,question,gold_sql,predicted_sql,execution_time,error,exact_result_match,exact_sql_match
156,student_transcripts_tracking,What is the name and id of the department with the most number of degrees ?,"select t2.department_name ,  t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id  =  t2.department_id group by t1.department_id order by count(*) desc limit 1","SELECT department_name, department_id
FROM Departments
WHERE department_id = (
    SELECT degree_program_id
    FROM Degree_Programs
    GROUP BY degree_program_id
    ORDER BY COUNT(*) DESC
    LIMIT 1
)",31.94,,False,False
157,student_transcripts_tracking,How many different degrees are offered?,SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs,SELECT COUNT(*) FROM Degree_Programs,29.06,,False,False
158,student_transcripts_tracking,What are the names and id of courses having at most 2 sections?,"SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2","SELECT course_id, course_name
FROM Courses
WHERE course_id IN (
    SELECT course_id
    FROM Sections
    GROUP BY course_id
    HAVING COUNT(section_id) <= 2
)",36.19,,False,False
159,student_transcripts_tracking,What are the names and ids of every course with less than 2 sections?,"SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2","SELECT course_id, course_name
FROM Courses
WHERE course_id IN (
    SELECT course_id
    FROM Sections
    GROUP BY course_id
    HAVING COUNT(section_id) < 2
)",33.54,,False,False
160,student_transcripts_tracking,What is the semester which most student registered in? Show both the name and the id.,"SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1","SELECT s.semester_id, s.semester_name
FROM Semesters s
JOIN Student_Enrolment se ON s.semester_id = se.semester_id
GROUP BY s.semester_id, s.semester_name
ORDER BY COUNT(se.student_enrolment_id) DESC
LIMIT 1",32.67,,False,False
161,student_transcripts_tracking,"For each semester, what is the name and id of the one with the most students registered?","SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1","SELECT Semesters.semester_id, Semesters.semester_name
FROM Semesters
JOIN Student_Enrolment ON Semesters.semester_id = Student_Enrolment.semester_id
GROUP BY Semesters.semester_id, Semesters.semester_name
ORDER BY COUNT(Student_Enrolment.student_id) DESC
LIMIT 1",32.24,,False,False
162,student_transcripts_tracking,"Who are enrolled in 2 degree programs in one semester? List the first name, middle name and last name and the id.","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2","SELECT Students.first_name, Students.middle_name, Students.last_name, Students.student_id
FROM Students
JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
GROUP BY Students.student_id, Student_Enrolment.semester_id
HAVING COUNT(DISTINCT Student_Enrolment.degree_program_id) = 2",33.95,,False,False
163,student_transcripts_tracking,"What are the first, middle, and last names, along with the ids, of all students who enrolled in 2 degree programs in one semester?","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2","SELECT Students.first_name, Students.middle_name, Students.last_name, Students.student_id
FROM Students
JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
GROUP BY Students.student_id, Students.first_name, Students.middle_name, Students.last_name
HAVING COUNT(DISTINCT Student_Enrolment.degree_program_id) = 2",33.23,,False,False
164,student_transcripts_tracking,"What are the first, middle, and last names for everybody enrolled in a Bachelors program?","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'","SELECT Students.first_name, Students.middle_name, Students.last_name
FROM Students
JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
JOIN Degree_Programs ON Student_Enrolment.degree_program_id = Degree_Programs.degree_program_id
WHERE Degree_Programs.degree_summary_name LIKE '%Bachelors%'",30.13,,False,False
165,student_transcripts_tracking,Find the kind of program which most number of students are enrolled in?,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1,"SELECT degree_summary_name
FROM Degree_Programs
WHERE degree_program_id = (
    SELECT degree_program_id
    FROM Student_Enrolment
    GROUP BY degree_program_id
    ORDER BY COUNT(student_id) DESC
    LIMIT 1
)",31.29,,True,False
166,student_transcripts_tracking,What is the program id and the summary of the degree that has the most students enrolled?,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1","SELECT dp.degree_program_id, dp.degree_summary_name, dp.degree_summary_description
FROM Degree_Programs dp
JOIN Student_Enrolment se ON dp.degree_program_id = se.degree_program_id
GROUP BY dp.degree_program_id, dp.degree_summary_name, dp.degree_summary_description
ORDER BY COUNT(se.student_enrolment_id) DESC
LIMIT 1",32.18,,False,False
167,student_transcripts_tracking,"Which student has enrolled for the most times in any program? List the id, first name, middle name, last name, the number of enrollments and student id.","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT Students.student_id, Students.first_name, Students.middle_name, Students.last_name, COUNT(Student_Enrolment.student_enrolment_id) AS enrollment_count
FROM Students
JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
GROUP BY Students.student_id, Students.first_name, Students.middle_name, Students.last_name
ORDER BY enrollment_count DESC
LIMIT 1",32.21,,False,False
168,student_transcripts_tracking,"What is the first, middle, and last name, along with the id and number of enrollments, for the student who enrolled the most in any program?","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT s.first_name, s.middle_name, s.last_name, s.student_id, COUNT(se.student_enrolment_id) AS enrollment_count
FROM Students s
JOIN Student_Enrolment se ON s.student_id = se.student_id
GROUP BY s.student_id, s.first_name, s.middle_name, s.last_name
ORDER BY enrollment_count DESC
LIMIT 1",32.15,,False,False
169,student_transcripts_tracking,What's the name of the course with most number of enrollments?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,"SELECT course_name
FROM Courses
JOIN Student_Enrolment_Courses ON Courses.course_id = Student_Enrolment_Courses.course_id
GROUP BY Courses.course_id, course_name
ORDER BY COUNT(*) DESC
LIMIT 1",31.11,,False,False
170,student_transcripts_tracking,What is the name of the course with the most students enrolled?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,"SELECT course_name
FROM Courses
JOIN (
    SELECT course_id, COUNT(*) AS student_count
    FROM Student_Enrolment_Courses
    GROUP BY course_id
    ORDER BY student_count DESC
    LIMIT 1
) AS course_counts ON Courses.course_id = course_counts.course_id",31.44,,False,False
171,student_transcripts_tracking,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,"SELECT Students.last_name
FROM Students
JOIN Addresses ON Students.current_address_id = Addresses.address_id
LEFT JOIN Student_Enrolment ON Students.student_id = Student_Enrolment.student_id
WHERE Addresses.state_province_county = 'North Carolina' AND Student_Enrolment.student_enrolment_id IS NULL",29.86,,False,False
172,student_transcripts_tracking,What are the last name of the students who live in North Carolina but have not registered in any degree programs?,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,"SELECT Students.last_name
FROM Students
JOIN Addresses ON Students.current_address_id = Addresses.address_id
WHERE Addresses.state_province_county = 'North Carolina'
AND Students.student_id NOT IN (
    SELECT student_id
    FROM Student_Enrolment
)",29.14,,False,False
173,student_transcripts_tracking,Show the date and id of the transcript with at least 2 course results.,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT t.transcript_id, t.transcript_date
FROM Transcripts t
JOIN Transcript_Contents tc ON t.transcript_id = tc.transcript_id
GROUP BY t.transcript_id, t.transcript_date
HAVING COUNT(tc.student_course_id) >= 2",34.91,,False,False
174,student_transcripts_tracking,What is the date and id of the transcript with at least 2 courses listed?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT t.transcript_id, t.transcript_date
FROM Transcripts t
JOIN Transcript_Contents tc ON t.transcript_id = tc.transcript_id
GROUP BY t.transcript_id, t.transcript_date
HAVING COUNT(tc.student_course_id) >= 2",34.48,,False,False
175,student_transcripts_tracking,What is the mobile phone number of the student named Timmothy Ward ?,select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward',SELECT cell_mobile_number FROM Students WHERE first_name = 'Timmothy' AND last_name = 'Ward',30.69,,False,True
176,student_transcripts_tracking,Which address holds the most number of students currently? List the address id and all lines.,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT a.address_id, a.line_1, a.line_2, a.line_3
FROM Addresses a
JOIN Students s ON a.address_id = s.current_address_id
GROUP BY a.address_id, a.line_1, a.line_2, a.line_3
ORDER BY COUNT(s.student_id) DESC
LIMIT 1",31.83,,False,False
177,student_transcripts_tracking,"On average, when were the transcripts printed?",SELECT avg(transcript_date) FROM Transcripts,SELECT AVG(date_first_registered) FROM Students,29.98,,False,False
178,student_transcripts_tracking,What is the average transcript date?,SELECT avg(transcript_date) FROM Transcripts,SELECT AVG(date_first_registered) FROM Students,30.57,,False,False
179,student_transcripts_tracking,"What is the earliest date of a transcript release, and what details can you tell me?","SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",SELECT MIN(date_first_registered) FROM Students,31.41,,False,False
180,student_transcripts_tracking,What is the last transcript release date?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(date_first_registered) FROM Students,30.89,,False,False
181,student_transcripts_tracking,When was the last transcript released?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(date_first_registered) FROM Students,30.3,,False,False
182,student_transcripts_tracking,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT Student_Enrolment_Courses.student_enrolment_id, COUNT(Transcript_Contents.transcript_id) 
FROM Student_Enrolment_Courses 
JOIN Transcript_Contents ON Student_Enrolment_Courses.student_course_id = Transcript_Contents.student_course_id 
GROUP BY Student_Enrolment_Courses.student_enrolment_id 
ORDER BY COUNT(Transcript_Contents.transcript_id) DESC 
LIMIT 1",33.03,,False,False
183,student_transcripts_tracking,What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT MAX(course_count) AS max_count, student_enrolment_id
FROM (
    SELECT COUNT(DISTINCT tc.transcript_id) AS course_count, sec.student_enrolment_id
    FROM Student_Enrolment_Courses sec
    JOIN Transcript_Contents tc ON sec.student_course_id = tc.student_course_id
    GROUP BY sec.course_id, sec.student_enrolment_id
) subquery",32.36,,False,False
184,student_transcripts_tracking,"Show the date of the transcript which shows the least number of results, also list the id.","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT t.transcript_date, t.transcript_id
FROM Transcripts t
JOIN Transcript_Contents tc ON t.transcript_id = tc.transcript_id
GROUP BY t.transcript_id
ORDER BY COUNT(tc.student_course_id) ASC
LIMIT 1",32.21,,True,False
185,student_transcripts_tracking,What is the date and id of the transcript with the least number of results?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT t.transcript_id, t.transcript_date
FROM Transcripts t
JOIN Transcript_Contents tc ON t.transcript_id = tc.transcript_id
GROUP BY t.transcript_id, t.transcript_date
ORDER BY COUNT(tc.student_course_id) ASC
LIMIT 1",31.91,,False,False
186,student_transcripts_tracking,Find the semester when both Master students and Bachelor students got enrolled in.,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT DISTINCT s.semester_name
FROM Semesters s
JOIN Student_Enrolment se ON s.semester_id = se.semester_id
JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id
WHERE dp.degree_summary_name LIKE '%Master%' OR dp.degree_summary_name LIKE '%Bachelor%'
GROUP BY s.semester_id
HAVING COUNT(DISTINCT CASE WHEN dp.degree_summary_name LIKE '%Master%' THEN 1 END) > 0
   AND COUNT(DISTINCT CASE WHEN dp.degree_summary_name LIKE '%Bachelor%' THEN 1 END) > 0",34.08,,False,False
187,student_transcripts_tracking,What is the id of the semester that had both Masters and Bachelors students enrolled?,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT DISTINCT s.semester_id
FROM Semesters s
JOIN Student_Enrolment se ON s.semester_id = se.semester_id
JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id
WHERE dp.degree_summary_name LIKE '%Masters%' OR dp.degree_summary_name LIKE '%Bachelors%'
GROUP BY s.semester_id
HAVING COUNT(DISTINCT CASE WHEN dp.degree_summary_name LIKE '%Masters%' THEN 1 END) > 0
   AND COUNT(DISTINCT CASE WHEN dp.degree_summary_name LIKE '%Bachelors%' THEN 1 END) > 0",32.32,,False,False
188,student_transcripts_tracking,What are the different addresses that have students living there?,SELECT count(DISTINCT current_address_id) FROM Students,"SELECT DISTINCT Addresses.line_1, Addresses.line_2, Addresses.line_3, Addresses.city, Addresses.zip_postcode, Addresses.state_province_county, Addresses.country, Addresses.other_address_details
FROM Students
JOIN Addresses ON Students.current_address_id = Addresses.address_id OR Students.permanent_address_id = Addresses.address_id",33.3,,False,False
189,student_transcripts_tracking,List all the student details in reversed lexicographical order.,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,"SELECT student_id, current_address_id, permanent_address_id, first_name, middle_name, last_name, cell_mobile_number, email_address, ssn, date_first_registered, date_left, other_student_details FROM Students ORDER BY last_name DESC, first_name DESC, middle_name DESC",35.8,,False,False
190,student_transcripts_tracking,Describe the section h.,SELECT section_description FROM Sections WHERE section_name  =  'h',"SELECT section_name, section_description, other_details FROM Sections WHERE section_name LIKE '%h%'",30.06,,False,False
191,student_transcripts_tracking,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT first_name FROM Students JOIN Addresses ON Students.permanent_address_id = Addresses.address_id WHERE Addresses.country = 'Haiti' OR Students.cell_mobile_number = '09700166582',32.14,,False,False
192,student_transcripts_tracking,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',"SELECT Students.first_name
FROM Students
JOIN Addresses ON Students.permanent_address_id = Addresses.address_id
WHERE Addresses.country = 'Haiti' OR Students.cell_mobile_number = '09700166582'",31.77,,False,False
193,tvshow,"List all cartoon directed by ""Ben Jones"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT * FROM Cartoon WHERE Directed_by = 'Ben Jones',38.51,,False,False
194,tvshow,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";","SELECT TV_Channel.series_name
FROM TV_Channel
JOIN Cartoon ON TV_Channel.id = Cartoon.Channel
WHERE Cartoon.Title = 'The Rise of the Blue Beetle'",29.19,,False,False
195,tvshow,What are all of the episodes ordered by ratings?,SELECT Episode FROM TV_series ORDER BY rating,"SELECT Episode, Rating FROM TV_series ORDER BY Rating",31.25,,False,False
196,tvshow,What is minimum and maximum share of TV series?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT MIN(Share), MAX(Share) FROM TV_series",29.0,,False,False
197,tvshow,"What is the episode for the TV series named ""Sky Radio""?","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT Episode FROM TV_series WHERE Channel = 'Sky Radio',28.56,,False,False
198,tvshow,Find the number of cartoons directed by each of the listed directors.,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by","SELECT Directed_by, COUNT(*) FROM Cartoon GROUP BY Directed_by",31.18,,False,False
199,tvshow,How many cartoons did each director create?,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by","SELECT Directed_by, COUNT(*) FROM Cartoon GROUP BY Directed_by",31.74,,False,False
200,tvshow,Find the production code and channel of the most recently aired cartoon .,"select production_code ,  channel from cartoon order by original_air_date desc limit 1","SELECT Production_code, Channel FROM Cartoon ORDER BY strftime('%Y-%m-%d', Original_air_date) DESC LIMIT 1",30.09,,False,False
201,tvshow,What is the produdction code and channel of the most recent cartoon ?,"select production_code ,  channel from cartoon order by original_air_date desc limit 1","SELECT Production_code, Channel FROM Cartoon ORDER BY strftime('%Y-%m-%d', Original_air_date) DESC LIMIT 1",30.43,,False,False
202,tvshow,Find the package choice and series name of the TV channel that has high definition TV.,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""","SELECT Package_Option, series_name FROM TV_Channel WHERE Hight_definition_TV = '1'",28.25,,False,False
203,tvshow,What are the package options and the name of the series for the TV Channel that supports high definition TV?,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""","SELECT Package_Option, series_name FROM TV_Channel WHERE Hight_definition_TV = '1'",28.13,,False,False
204,tvshow,which countries' tv channels are playing some cartoon written by Todd Casey?,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',"SELECT DISTINCT TV_Channel.Country
FROM Cartoon
JOIN TV_Channel ON Cartoon.Channel = TV_Channel.series_name
WHERE Cartoon.Written_by LIKE '%Todd Casey%'",28.94,,False,False
205,tvshow,which countries' tv channels are not playing any cartoon written by Todd Casey?,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',"SELECT DISTINCT TV_Channel.Country
FROM TV_Channel
WHERE TV_Channel.id NOT IN (
    SELECT DISTINCT Cartoon.Channel
    FROM Cartoon
    WHERE Cartoon.Written_by LIKE '%Todd Casey%'
)",31.18,,False,False
206,tvshow,What are the countries that are not playing cartoons written by Todd Casey?,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',"SELECT DISTINCT Country
FROM TV_Channel
WHERE Country NOT IN (
    SELECT DISTINCT TV_Channel.Country
    FROM Cartoon
    JOIN TV_Channel ON Cartoon.Channel = TV_Channel.series_name
    WHERE Cartoon.Written_by = 'Todd Casey'
)",32.51,,False,False
207,tvshow,Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang?,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'","SELECT TV_Channel.series_name, TV_Channel.Country
FROM TV_Channel
JOIN Cartoon ON TV_Channel.series_name = Cartoon.Channel
WHERE Cartoon.Directed_by IN ('Ben Jones', 'Michael Chang')",30.34,,False,False
208,tvshow,What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang?,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'","SELECT TV_Channel.series_name, TV_Channel.Country
FROM TV_Channel
JOIN Cartoon ON TV_Channel.series_name = Cartoon.Channel
WHERE Cartoon.Directed_by IN ('Ben Jones', 'Michael Chang')",31.05,,False,False
209,tvshow,find id of the tv channels that from the countries where have more than two tv channels.,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,SELECT id FROM TV_Channel WHERE Country IN (SELECT Country FROM TV_Channel GROUP BY Country HAVING COUNT(*) > 2),51.1,,False,False
210,tvshow,What are the ids of all tv channels that have more than 2 TV channels?,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,SELECT id FROM TV_Channel GROUP BY id HAVING COUNT(*) > 2,45.77,,False,False
211,tvshow,find the package option of the tv channel that do not have any cartoon directed by Ben Jones.,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'),"SELECT DISTINCT TV_Channel.Package_Option
FROM TV_Channel
WHERE TV_Channel.series_name NOT IN (
    SELECT Cartoon.Channel
    FROM Cartoon
    WHERE Cartoon.Directed_by = 'Ben Jones'
)",50.16,,False,False
212,poker_player,List the earnings of poker players in descending order.,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,49.89,,True,True
213,poker_player,"What are the earnings of poker players, ordered descending by value?",SELECT Earnings FROM poker_player ORDER BY Earnings DESC,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,49.3,,True,True
214,poker_player,What is the most common nationality of people?,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Nationality, COUNT(*) FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1",48.25,,False,False
215,poker_player,Give the nationality that is most common across all people.,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Nationality
FROM people
GROUP BY Nationality
ORDER BY COUNT(*) DESC
LIMIT 1",48.44,,True,True
216,voter_1,How many states are there?,SELECT count(*) FROM area_code_state,SELECT COUNT(DISTINCT state) FROM AREA_CODE_STATE,47.32,,False,False
217,voter_1,How many contestants did not get voted?,SELECT count(*) FROM contestants WHERE contestant_number NOT IN ( SELECT contestant_number FROM votes ),"SELECT COUNT(*)
FROM CONTESTANTS
WHERE contestant_number NOT IN (
    SELECT contestant_number
    FROM VOTES
)",46.95,,True,True
218,voter_1,What is the area code in which the most voters voted?,SELECT T1.area_code FROM area_code_state AS T1 JOIN votes AS T2 ON T1.state  =  T2.state GROUP BY T1.area_code ORDER BY count(*) DESC LIMIT 1,SELECT area_code FROM AREA_CODE_STATE WHERE state IN (SELECT state FROM VOTES GROUP BY state ORDER BY COUNT(*) DESC LIMIT 1),49.41,,False,False
219,voter_1,List the area codes in which voters voted both for the contestant 'Tabatha Gehling' and the contestant 'Kelly Clauss'.,SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Tabatha Gehling' INTERSECT SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Kelly Clauss',"SELECT DISTINCT a.area_code
FROM AREA_CODE_STATE a
JOIN VOTES v1 ON a.state = v1.state
JOIN CONTESTANTS c1 ON v1.contestant_number = c1.contestant_number
JOIN VOTES v2 ON a.state = v2.state
JOIN CONTESTANTS c2 ON v2.contestant_number = c2.contestant_number
WHERE c1.contestant_name = 'Tabatha Gehling'
  AND c2.contestant_name = 'Kelly Clauss'",50.13,,True,False
220,world_1,What are the names of all the countries that became independent after 1950?,SELECT Name FROM country WHERE IndepYear  >  1950,SELECT Name FROM country WHERE IndepYear > 1950,48.88,,True,True
221,world_1,Give the names of the nations that were founded after 1950.,SELECT Name FROM country WHERE IndepYear  >  1950,SELECT Name FROM country WHERE IndepYear > 1950,51.63,,True,True
222,world_1,How many countries have a republic as their form of government?,"SELECT count(*) FROM country WHERE GovernmentForm  =  ""Republic""",SELECT COUNT(*) FROM country WHERE GovernmentForm LIKE '%Republic%',48.7,,False,False
223,world_1,How many countries have governments that are republics?,"SELECT count(*) FROM country WHERE GovernmentForm  =  ""Republic""",SELECT COUNT(*) FROM country WHERE GovernmentForm LIKE '%Republic%',46.77,,False,False
